"Rate","Quantity","Discount","Item Name","Sales Amount","Net Sales","Month","Date","Discount_per_unit","Year","id"
132.68,6,15.30,Cappuccino King,796.08,780.7800000000001,,"2024-06-18",2.550000,,8955
182.49,8,28.08,Flat White,1459.92,1431.8400000000001,,"2024-06-12",3.510000,,8956
194.70,3,11.28,Coconut Spiced Latte,584.1,572.82,,"2024-06-18",3.760000,,8957
104.69,13,12.35,Spicy Mango Slush,1360.97,1348.6200000000001,,"2024-06-13",0.950000,,8958
115.23,4,16.16,Vietnamese Iced Coffee,460.92,444.76,,"2024-06-13",4.040000,,8959
172.51,8,26.88,Tandoori Chicken Double Decker Sandwich,1380.08,1353.1999999999998,,"2024-06-13",3.360000,,8960
109.74,4,15.08,Salted Caramel Cappuccino,438.96,423.88,,"2024-06-03",3.770000,,8961
130.23,4,16.88,Caramel Affogato,520.92,504.03999999999996,,"2024-06-19",4.220000,,8962
237.94,21,63.42,Choco Nirvana Sundae,4996.74,4933.32,,"2024-05-22",3.020000,,8963
163.93,7,22.33,Berry Vanilla Croissant Sundae,1147.51,1125.18,,"2024-06-13",3.190000,,8964
145.80,1,1.94,Hazelnut Latte,145.8,143.86,,"2024-06-19",1.940000,,8965
245.97,2,5.84,Vanilla Latte Regular,491.94,486.1,,"2024-05-22",2.920000,,8966
155.00,5,19.80,Elaichi Chai,775.0,755.2,,"2024-06-13",3.960000,,8967
201.15,5,13.35,Cafe Latte Regular,1005.75,992.4,,"2024-05-22",2.670000,,8968
191.47,5,14.35,Nutty Chocolate Croissant Sundae,957.35,943.0,,"2024-06-19",2.870000,,8969
115.23,6,24.24,Vietnamese Iced Coffee,691.38,667.14,,"2024-06-13",4.040000,,8970
109.07,25,31.50,Cafe Latte King,2726.75,2695.25,,"2024-05-22",1.260000,,8971
140.51,26,102.44,Cafe Americano Strong,3653.26,3550.82,,"2024-05-22",3.940000,,8972
165.86,1,0.73,Sizzle My Brownie Sundae,165.86,165.13000000000002,,"2024-06-19",0.730000,,8973
195.26,6,17.04,Adrak Wali Chai,1171.56,1154.52,,"2024-06-19",2.840000,,8974
233.02,4,18.52,Filter Coffee,932.08,913.5600000000001,,"2024-06-19",4.630000,,8975
195.26,6,17.04,Adrak Wali Chai,1171.56,1154.52,,"2024-05-23",2.840000,,8976
146.26,7,4.06,Classic Hot Fudge Sundae,1023.82,1019.7600000000001,,"2024-06-19",0.580000,,8977
179.99,3,9.06,Smoked Chicken N Mozzarella Toastizza,539.97,530.9100000000001,,"2024-06-13",3.020000,,8978
109.07,13,16.38,Cafe Latte King,1417.91,1401.53,,"2024-05-23",1.260000,,8979
206.17,1,2.64,Smoked Chicken Sandwich,206.17,203.53,,"2024-06-19",2.640000,,8980
99.79,5,4.55,Cappuccino Regular,498.95,494.4,,"2024-06-03",0.910000,,8981
191.47,7,20.09,Nutty Chocolate Croissant Sundae,1340.29,1320.2,,"2024-06-13",2.870000,,8982
172.51,26,87.36,Tandoori Chicken Double Decker Sandwich,4485.26,4397.900000000001,,"2024-05-23",3.360000,,8983
206.17,4,10.56,Smoked Chicken Sandwich,824.68,814.12,,"2024-06-19",2.640000,,8984
147.59,9,21.24,Soya Cappuccino King,1328.31,1307.07,,"2024-06-03",2.360000,,8985
180.56,10,10.40,Classic New York Cheesecake,1805.6,1795.1999999999998,,"2024-05-23",1.040000,,8986
182.49,6,21.06,Flat White,1094.94,1073.88,,"2024-06-13",3.510000,,8987
179.99,7,21.14,Smoked Chicken N Mozzarella Toastizza,1259.93,1238.79,,"2024-06-19",3.020000,,8988
174.70,26,31.72,Irish Affogato,4542.2,4510.48,,"2024-05-23",1.220000,,8989
155.00,5,19.80,Elaichi Chai,775.0,755.2,,"2024-06-03",3.960000,,8990
231.91,4,15.48,Cafe Mocha,927.64,912.16,,"2024-06-13",3.870000,,8991
204.53,3,5.16,Cafe Americano Regular,613.59,608.4300000000001,,"2024-06-19",1.720000,,8992
223.30,6,18.72,Plant Milk Frappe-Oat,1339.8,1321.08,,"2024-05-23",3.120000,,8993
228.98,3,7.92,Chocolate Croissant,686.94,679.0200000000001,,"2024-06-03",2.640000,,8994
190.93,3,5.67,Classic Affogato,572.79,567.12,,"2024-06-13",1.890000,,8995
173.56,5,22.95,Signature Choco Fantasy,867.8,844.8499999999999,,"2024-06-19",4.590000,,8996
140.51,6,23.64,Cafe Americano Strong,843.06,819.42,,"2024-06-03",3.940000,,8997
206.17,1,2.64,Smoked Chicken Sandwich,206.17,203.53,,"2024-06-13",2.640000,,8998
243.15,3,5.04,Peanut Butter Banana Frappe,729.45,724.4100000000001,,"2024-06-19",1.680000,,8999
148.51,10,14.30,White Mocha,1485.1,1470.8,,"2024-06-03",1.430000,,9000
104.69,6,5.70,Spicy Mango Slush,628.14,622.4399999999999,,"2024-06-13",0.950000,,9001
182.49,6,21.06,Flat White,1094.94,1073.88,,"2024-06-19",3.510000,,9002
223.30,4,12.48,Plant Milk Frappe-Oat,893.2,880.72,,"2024-06-03",3.120000,,9003
252.24,2,1.84,Hazelnut Brownie,504.48,502.64000000000004,,"2024-06-13",0.920000,,9004
239.31,6,20.94,Paneer Tikka Sandwich,1435.86,1414.9199999999998,,"2024-06-19",3.490000,,9005
130.23,10,42.20,Caramel Affogato,1302.3,1260.1,,"2024-06-03",4.220000,,9006
146.26,11,6.38,Classic Hot Fudge Sundae,1608.86,1602.4799999999998,,"2024-06-13",0.580000,,9007
195.26,2,5.68,Adrak Wali Chai,390.52,384.84,,"2024-06-19",2.840000,,9008
174.70,9,10.98,Irish Affogato,1572.3,1561.32,,"2024-06-03",1.220000,,9009
204.53,7,12.04,Cafe Americano Regular,1431.71,1419.67,,"2024-06-03",1.720000,,9010
130.23,6,25.32,Caramel Affogato,781.38,756.06,,"2024-06-13",4.220000,,9011
163.93,11,35.09,Berry Vanilla Croissant Sundae,1803.23,1768.14,,"2024-06-19",3.190000,,9012
176.72,4,13.00,Paneer N Mozzarella Toastizza,706.88,693.88,,"2024-06-03",3.250000,,9013
195.31,2,9.68,Espresso,390.62,380.94,,"2024-06-13",4.840000,,9014
148.51,8,11.44,White Mocha,1188.08,1176.6399999999999,,"2024-06-19",1.430000,,9015
243.15,4,6.72,Peanut Butter Banana Frappe,972.6,965.88,,"2024-06-03",1.680000,,9016
195.41,7,20.51,Plant Milk Frappe-Coconut,1367.87,1347.36,,"2024-06-19",2.930000,,9017
115.23,12,48.48,Vietnamese Iced Coffee,1382.76,1334.28,,"2024-06-03",4.040000,,9018
182.49,3,10.53,Flat White,547.47,536.94,,"2024-06-20",3.510000,,9019
141.44,10,33.10,Cheese Tomato Croissant Sliders,1414.4,1381.3000000000002,,"2024-06-03",3.310000,,9020
130.23,26,109.72,Caramel Affogato,3385.98,3276.26,,"2024-05-23",4.220000,,9021
156.45,4,8.48,Classic Garlic Bread,625.8,617.3199999999999,,"2024-06-20",2.120000,,9022
156.45,8,16.96,Classic Garlic Bread,1251.6,1234.6399999999999,,"2024-06-03",2.120000,,9023
173.04,8,37.76,Spinach Corn N Cheese Sandwich,1384.32,1346.56,,"2024-06-20",4.720000,,9024
173.56,32,146.88,Signature Choco Fantasy,5553.92,5407.04,,"2024-05-23",4.590000,,9025
175.70,1,1.53,Irish Latte,175.7,174.17,,"2024-06-03",1.530000,,9026
130.23,6,25.32,Caramel Affogato,781.38,756.06,,"2024-06-20",4.220000,,9027
233.45,24,93.12,Honey Cinnamon Coffee,5602.8,5509.68,,"2024-05-23",3.880000,,9028
150.19,2,4.14,Frappe Lite,300.38,296.24,,"2024-06-03",2.070000,,9029
173.56,8,36.72,Signature Choco Fantasy,1388.48,1351.76,,"2024-06-20",4.590000,,9030
225.70,22,104.72,Chilli Cheese Toast,4965.4,4860.679999999999,,"2024-05-23",4.760000,,9031
155.00,7,27.72,Elaichi Chai,1085.0,1057.28,,"2024-06-20",3.960000,,9032
106.80,11,19.14,Dutch Truffle Cake,1174.8,1155.6599999999999,,"2024-06-04",1.740000,,9033
109.74,35,131.95,Salted Caramel Cappuccino,3840.9,3708.9500000000003,,"2024-05-23",3.770000,,9034
248.19,4,15.56,Vanilla Cappuccino Regular,992.76,977.2,,"2024-06-20",3.890000,,9035
109.07,2,2.52,Cafe Latte King,218.14,215.61999999999998,,"2024-06-04",1.260000,,9036
145.80,11,21.34,Hazelnut Latte,1603.8,1582.46,,"2024-06-20",1.940000,,9037
140.51,46,181.24,Cafe Americano Strong,6463.46,6282.22,,"2024-05-23",3.940000,,9038
194.70,3,11.28,Coconut Spiced Latte,584.1,572.82,,"2024-06-04",3.760000,,9039
150.19,12,24.84,Frappe Lite,1802.28,1777.44,,"2024-05-23",2.070000,,9040
222.93,2,4.70,Espresso Doppio,445.86,441.16,,"2024-06-13",2.350000,,9041
195.26,3,8.52,Adrak Wali Chai,585.78,577.26,,"2024-06-04",2.840000,,9042
167.97,7,8.05,Smoked Chicken Double Decker Sandwich,1175.79,1167.74,,"2024-05-23",1.150000,,9043
204.53,10,17.20,Cafe Americano Regular,2045.3,2028.1,,"2024-06-13",1.720000,,9044
222.93,5,11.75,Espresso Doppio,1114.65,1102.9,,"2024-06-04",2.350000,,9045
109.07,37,46.62,Cafe Latte King,4035.59,3988.9700000000003,,"2024-05-23",1.260000,,9046
195.26,3,8.52,Adrak Wali Chai,585.78,577.26,,"2024-06-13",2.840000,,9047
228.98,4,10.56,Chocolate Croissant,915.92,905.36,,"2024-06-20",2.640000,,9048
172.51,4,13.44,Tandoori Chicken Double Decker Sandwich,690.04,676.5999999999999,,"2024-06-04",3.360000,,9049
204.53,6,10.32,Cafe Americano Regular,1227.18,1216.8600000000001,,"2024-05-23",1.720000,,9050
223.30,4,12.48,Plant Milk Frappe-Oat,893.2,880.72,,"2024-06-20",3.120000,,9051
204.53,7,12.04,Cafe Americano Regular,1431.71,1419.67,,"2024-06-13",1.720000,,9052
143.24,40,103.20,Tiramisu Affogato,5729.6,5626.400000000001,,"2024-05-24",2.580000,,9053
243.15,3,5.04,Peanut Butter Banana Frappe,729.45,724.4100000000001,,"2024-06-04",1.680000,,9054
204.53,1,1.72,Cafe Americano Regular,204.53,202.81,,"2024-06-20",1.720000,,9055
195.26,6,17.04,Adrak Wali Chai,1171.56,1154.52,,"2024-06-13",2.840000,,9056
109.74,15,56.55,Salted Caramel Cappuccino,1646.1,1589.55,,"2024-05-24",3.770000,,9057
204.53,6,10.32,Cafe Americano Regular,1227.18,1216.8600000000001,,"2024-06-04",1.720000,,9058
195.31,1,4.84,Espresso,195.31,190.47,,"2024-06-20",4.840000,,9059
146.26,15,8.70,Classic Hot Fudge Sundae,2193.9,2185.2000000000003,,"2024-05-24",0.580000,,9060
231.91,4,15.48,Cafe Mocha,927.64,912.16,,"2024-06-04",3.870000,,9061
140.51,3,11.82,Cafe Americano Strong,421.53,409.71,,"2024-06-20",3.940000,,9062
225.70,7,33.32,Chilli Cheese Toast,1579.9,1546.5800000000002,,"2024-05-24",4.760000,,9063
252.24,1,0.92,Hazelnut Brownie,252.24,251.32000000000002,,"2024-06-04",0.920000,,9064
150.19,4,8.28,Frappe Lite,600.76,592.48,,"2024-06-20",2.070000,,9065
175.70,6,9.18,Irish Latte,1054.2,1045.02,,"2024-06-20",1.530000,,9066
150.19,4,8.28,Frappe Lite,600.76,592.48,,"2024-06-04",2.070000,,9067
125.37,47,107.16,Death By Chocolate Sundae,5892.39,5785.2300000000005,,"2024-05-24",2.280000,,9068
146.26,5,2.90,Classic Hot Fudge Sundae,731.3,728.4,,"2024-06-20",0.580000,,9069
130.23,2,8.44,Caramel Affogato,260.46,252.01999999999998,,"2024-06-04",4.220000,,9070
109.07,46,57.96,Cafe Latte King,5017.22,4959.26,,"2024-05-24",1.260000,,9071
174.70,12,14.64,Irish Affogato,2096.4,2081.76,,"2024-06-20",1.220000,,9072
115.23,19,76.76,Vietnamese Iced Coffee,2189.37,2112.6099999999997,,"2024-05-24",4.040000,,9073
182.49,9,31.59,Flat White,1642.41,1610.8200000000002,,"2024-06-04",3.510000,,9074
104.69,9,8.55,Spicy Mango Slush,942.21,933.6600000000001,,"2024-06-20",0.950000,,9075
150.19,37,76.59,Frappe Lite,5557.03,5480.44,,"2024-05-24",2.070000,,9076
155.00,8,31.68,Elaichi Chai,1240.0,1208.32,,"2024-06-04",3.960000,,9077
190.93,4,7.56,Classic Affogato,763.72,756.1600000000001,,"2024-06-20",1.890000,,9078
173.56,2,9.18,Signature Choco Fantasy,347.12,337.94,,"2024-06-13",4.590000,,9079
233.02,26,120.38,Filter Coffee,6058.52,5938.14,,"2024-05-24",4.630000,,9080
251.37,4,17.40,Gooey Fudgy Brownie Sundae,1005.48,988.08,,"2024-06-20",4.350000,,9081
179.99,8,24.16,Smoked Chicken N Mozzarella Toastizza,1439.92,1415.76,,"2024-06-04",3.020000,,9082
226.41,3,13.32,Peri Peri Garlic Bread,679.23,665.91,,"2024-06-13",4.440000,,9083
231.91,12,46.44,Cafe Mocha,2782.92,2736.48,,"2024-05-24",3.870000,,9084
233.45,1,3.88,Honey Cinnamon Coffee,233.45,229.57,,"2024-06-20",3.880000,,9085
233.02,4,18.52,Filter Coffee,932.08,913.5600000000001,,"2024-06-04",4.630000,,9086
147.64,10,20.60,Irish Cappuccino,1476.4,1455.8000000000002,,"2024-06-14",2.060000,,9087
132.68,11,28.05,Cappuccino King,1459.48,1431.43,,"2024-05-24",2.550000,,9088
233.02,4,18.52,Filter Coffee,932.08,913.5600000000001,,"2024-06-04",4.630000,,9089
237.94,4,12.08,Choco Nirvana Sundae,951.76,939.68,,"2024-06-21",3.020000,,9090
237.94,5,15.10,Choco Nirvana Sundae,1189.7,1174.6000000000001,,"2024-06-14",3.020000,,9091
225.70,7,33.32,Chilli Cheese Toast,1579.9,1546.5800000000002,,"2024-05-24",4.760000,,9092
194.70,4,15.04,Coconut Spiced Latte,778.8,763.76,,"2024-06-04",3.760000,,9093
147.64,1,2.06,Irish Cappuccino,147.64,145.57999999999998,,"2024-06-14",2.060000,,9094
140.51,34,133.96,Cafe Americano Strong,4777.34,4643.38,,"2024-05-24",3.940000,,9095
231.91,4,15.48,Cafe Mocha,927.64,912.16,,"2024-06-14",3.870000,,9096
145.80,6,11.64,Hazelnut Latte,874.8,863.16,,"2024-06-05",1.940000,,9097
201.15,17,45.39,Cafe Latte Regular,3419.55,3374.1600000000003,,"2024-05-24",2.670000,,9098
243.15,3,5.04,Peanut Butter Banana Frappe,729.45,724.4100000000001,,"2024-06-14",1.680000,,9099
182.12,9,37.17,Irish Coffee,1639.08,1601.9099999999999,,"2024-06-05",4.130000,,9100
163.93,12,38.28,Berry Vanilla Croissant Sundae,1967.16,1928.88,,"2024-05-24",3.190000,,9101
185.05,6,24.66,Croissant,1110.3,1085.6399999999999,,"2024-06-14",4.110000,,9102
165.86,6,4.38,Sizzle My Brownie Sundae,995.16,990.78,,"2024-06-05",0.730000,,9103
155.00,1,3.96,Elaichi Chai,155.0,151.04,,"2024-06-14",3.960000,,9104
241.92,2,9.34,Butterscotch Crunch Cake,483.84,474.5,,"2024-06-05",4.670000,,9105
174.70,9,10.98,Irish Affogato,1572.3,1561.32,,"2024-06-14",1.220000,,9106
160.93,12,32.76,Hazelnut Cappuccino,1931.16,1898.4,,"2024-06-21",2.730000,,9107
226.41,5,22.20,Peri Peri Garlic Bread,1132.05,1109.85,,"2024-06-05",4.440000,,9108
173.04,10,47.20,Spinach Corn N Cheese Sandwich,1730.4,1683.2,,"2024-06-21",4.720000,,9109
222.93,8,18.80,Espresso Doppio,1783.44,1764.64,,"2024-06-05",2.350000,,9110
195.26,2,5.68,Adrak Wali Chai,390.52,384.84,,"2024-06-21",2.840000,,9111
195.41,4,11.72,Plant Milk Frappe-Coconut,781.64,769.92,,"2024-06-05",2.930000,,9112
147.59,8,18.88,Soya Cappuccino King,1180.72,1161.84,,"2024-06-05",2.360000,,9113
233.45,1,3.88,Honey Cinnamon Coffee,233.45,229.57,,"2024-06-25",3.880000,,9114
147.64,7,14.42,Irish Cappuccino,1033.48,1019.0600000000001,,"2024-06-21",2.060000,,9115
167.97,4,4.60,Smoked Chicken Double Decker Sandwich,671.88,667.28,,"2024-06-14",1.150000,,9116
210.85,2,5.66,Red Velvet Cake,421.7,416.03999999999996,,"2024-06-21",2.830000,,9117
191.47,9,25.83,Nutty Chocolate Croissant Sundae,1723.23,1697.4,,"2024-06-25",2.870000,,9118
185.05,7,28.77,Croissant,1295.35,1266.58,,"2024-06-14",4.110000,,9119
115.23,10,40.40,Vietnamese Iced Coffee,1152.3,1111.8999999999999,,"2024-06-05",4.040000,,9120
195.31,10,48.40,Espresso,1953.1,1904.6999999999998,,"2024-06-21",4.840000,,9121
141.44,2,6.62,Cheese Tomato Croissant Sliders,282.88,276.26,,"2024-06-25",3.310000,,9122
89.48,10,36.80,Hazelnut Affogato,894.8,858.0,,"2024-06-14",3.680000,,9123
252.24,7,6.44,Hazelnut Brownie,1765.68,1759.24,,"2024-06-05",0.920000,,9124
130.23,17,71.74,Caramel Affogato,2213.91,2142.17,,"2024-06-25",4.220000,,9125
194.70,10,37.60,Coconut Spiced Latte,1947.0,1909.4,,"2024-06-21",3.760000,,9126
172.51,4,13.44,Tandoori Chicken Double Decker Sandwich,690.04,676.5999999999999,,"2024-06-14",3.360000,,9127
176.72,2,6.50,Paneer N Mozzarella Toastizza,353.44,346.94,,"2024-06-05",3.250000,,9128
163.93,10,31.90,Berry Vanilla Croissant Sundae,1639.3,1607.3999999999999,,"2024-06-21",3.190000,,9129
89.48,10,36.80,Hazelnut Affogato,894.8,858.0,,"2024-06-25",3.680000,,9130
241.92,2,9.34,Butterscotch Crunch Cake,483.84,474.5,,"2024-06-14",4.670000,,9131
252.24,4,3.68,Hazelnut Brownie,1008.96,1005.2800000000001,,"2024-06-05",0.920000,,9132
251.37,7,30.45,Gooey Fudgy Brownie Sundae,1759.59,1729.1399999999999,,"2024-06-21",4.350000,,9133
174.70,4,4.88,Irish Affogato,698.8,693.92,,"2024-06-14",1.220000,,9134
109.07,3,3.78,Cafe Latte King,327.21,323.43,,"2024-06-25",1.260000,,9135
156.45,9,19.08,Classic Garlic Bread,1408.05,1388.97,,"2024-06-05",2.120000,,9136
226.41,3,13.32,Peri Peri Garlic Bread,679.23,665.91,,"2024-06-14",4.440000,,9137
248.19,3,11.67,Vanilla Cappuccino Regular,744.57,732.9000000000001,,"2024-06-25",3.890000,,9138
106.80,12,20.88,Dutch Truffle Cake,1281.6,1260.7199999999998,,"2024-06-05",1.740000,,9139
180.56,5,5.20,Classic New York Cheesecake,902.8,897.5999999999999,,"2024-06-14",1.040000,,9140
233.45,5,19.40,Honey Cinnamon Coffee,1167.25,1147.85,,"2024-06-25",3.880000,,9141
239.31,7,24.43,Paneer Tikka Sandwich,1675.17,1650.74,,"2024-06-14",3.490000,,9142
204.53,3,5.16,Cafe Americano Regular,613.59,608.4300000000001,,"2024-06-06",1.720000,,9143
231.91,4,15.48,Cafe Mocha,927.64,912.16,,"2024-06-25",3.870000,,9144
222.93,7,16.45,Espresso Doppio,1560.51,1544.06,,"2024-06-14",2.350000,,9145
147.59,10,23.60,Soya Cappuccino King,1475.9,1452.3000000000002,,"2024-06-06",2.360000,,9146
190.93,7,13.23,Classic Affogato,1336.51,1323.28,,"2024-06-25",1.890000,,9147
252.24,9,8.28,Hazelnut Brownie,2270.16,2261.8799999999997,,"2024-06-14",0.920000,,9148
145.80,5,9.70,Hazelnut Latte,729.0,719.3,,"2024-06-06",1.940000,,9149
233.45,8,31.04,Honey Cinnamon Coffee,1867.6,1836.56,,"2024-06-25",3.880000,,9150
206.34,5,20.35,Paneer Tikka Double Decker Sandwich,1031.7,1011.35,,"2024-06-06",4.070000,,9151
106.80,11,19.14,Dutch Truffle Cake,1174.8,1155.6599999999999,,"2024-06-25",1.740000,,9152
210.85,1,2.83,Red Velvet Cake,210.85,208.01999999999998,,"2024-06-06",2.830000,,9153
180.56,4,4.16,Classic New York Cheesecake,722.24,718.08,,"2024-06-25",1.040000,,9154
179.99,3,9.06,Smoked Chicken N Mozzarella Toastizza,539.97,530.9100000000001,,"2024-06-06",3.020000,,9155
115.23,18,72.72,Vietnamese Iced Coffee,2074.14,2001.4199999999998,,"2024-06-25",4.040000,,9156
125.37,8,18.24,Death By Chocolate Sundae,1002.96,984.72,,"2024-06-25",2.280000,,9157
241.92,3,14.01,Butterscotch Crunch Cake,725.76,711.75,,"2024-06-06",4.670000,,9158
222.93,1,2.35,Espresso Doppio,222.93,220.58,,"2024-06-25",2.350000,,9159
173.04,14,66.08,Spinach Corn N Cheese Sandwich,2422.56,2356.48,,"2024-06-06",4.720000,,9160
251.37,2,8.70,Gooey Fudgy Brownie Sundae,502.74,494.04,,"2024-06-21",4.350000,,9161
163.93,7,22.33,Berry Vanilla Croissant Sundae,1147.51,1125.18,,"2024-06-25",3.190000,,9162
165.86,1,0.73,Sizzle My Brownie Sundae,165.86,165.13000000000002,,"2024-06-06",0.730000,,9163
191.47,3,8.61,Nutty Chocolate Croissant Sundae,574.41,565.8,,"2024-06-14",2.870000,,9164
180.56,7,7.28,Classic New York Cheesecake,1263.92,1256.64,,"2024-06-21",1.040000,,9165
174.70,1,1.22,Irish Affogato,174.7,173.48,,"2024-06-25",1.220000,,9166
194.70,5,18.80,Coconut Spiced Latte,973.5,954.7,,"2024-06-06",3.760000,,9167
109.74,14,52.78,Salted Caramel Cappuccino,1536.36,1483.58,,"2024-06-14",3.770000,,9168
191.47,4,11.48,Nutty Chocolate Croissant Sundae,765.88,754.4,,"2024-06-21",2.870000,,9169
201.15,8,21.36,Cafe Latte Regular,1609.2,1587.8400000000001,,"2024-06-14",2.670000,,9170
156.45,13,27.56,Classic Garlic Bread,2033.85,2006.29,,"2024-06-21",2.120000,,9171
104.69,4,3.80,Spicy Mango Slush,418.76,414.96,,"2024-06-26",0.950000,,9172
109.74,10,37.70,Salted Caramel Cappuccino,1097.4,1059.7,,"2024-06-14",3.770000,,9173
180.56,6,6.24,Classic New York Cheesecake,1083.36,1077.12,,"2024-06-21",1.040000,,9174
179.99,4,12.08,Smoked Chicken N Mozzarella Toastizza,719.96,707.88,,"2024-06-26",3.020000,,9175
233.45,3,11.64,Honey Cinnamon Coffee,700.35,688.71,,"2024-06-14",3.880000,,9176
104.69,7,6.65,Spicy Mango Slush,732.83,726.1800000000001,,"2024-06-06",0.950000,,9177
191.47,11,31.57,Nutty Chocolate Croissant Sundae,2106.17,2074.6,,"2024-06-21",2.870000,,9178
141.44,14,46.34,Cheese Tomato Croissant Sliders,1980.16,1933.8200000000002,,"2024-06-14",3.310000,,9179
172.51,11,36.96,Tandoori Chicken Double Decker Sandwich,1897.61,1860.6499999999999,,"2024-06-26",3.360000,,9180
195.31,2,9.68,Espresso,390.62,380.94,,"2024-06-06",4.840000,,9181
140.51,4,15.76,Cafe Americano Strong,562.04,546.28,,"2024-06-21",3.940000,,9182
206.17,4,10.56,Smoked Chicken Sandwich,824.68,814.12,,"2024-06-14",2.640000,,9183
179.99,7,21.14,Smoked Chicken N Mozzarella Toastizza,1259.93,1238.79,,"2024-06-26",3.020000,,9184
223.30,5,15.60,Plant Milk Frappe-Oat,1116.5,1100.9,,"2024-06-06",3.120000,,9185
163.93,3,9.57,Berry Vanilla Croissant Sundae,491.79,482.22,,"2024-06-21",3.190000,,9186
176.72,3,9.75,Paneer N Mozzarella Toastizza,530.16,520.41,,"2024-06-15",3.250000,,9187
160.93,9,24.57,Hazelnut Cappuccino,1448.37,1423.8,,"2024-06-26",2.730000,,9188
245.97,8,23.36,Vanilla Latte Regular,1967.76,1944.4,,"2024-06-06",2.920000,,9189
191.47,10,28.70,Nutty Chocolate Croissant Sundae,1914.7,1886.0,,"2024-06-22",2.870000,,9190
233.02,6,27.78,Filter Coffee,1398.12,1370.34,,"2024-06-15",4.630000,,9191
233.45,1,3.88,Honey Cinnamon Coffee,233.45,229.57,,"2024-06-26",3.880000,,9192
179.99,9,27.18,Smoked Chicken N Mozzarella Toastizza,1619.91,1592.73,,"2024-06-06",3.020000,,9193
191.47,6,17.22,Nutty Chocolate Croissant Sundae,1148.82,1131.6,,"2024-06-22",2.870000,,9194
145.80,3,5.82,Hazelnut Latte,437.4,431.58,,"2024-06-15",1.940000,,9195
225.70,2,9.52,Chilli Cheese Toast,451.4,441.88,,"2024-06-06",4.760000,,9196
163.93,3,9.57,Berry Vanilla Croissant Sundae,491.79,482.22,,"2024-06-26",3.190000,,9197
141.44,9,29.79,Cheese Tomato Croissant Sliders,1272.96,1243.17,,"2024-06-22",3.310000,,9198
233.02,4,18.52,Filter Coffee,932.08,913.5600000000001,,"2024-06-15",4.630000,,9199
150.19,10,20.70,Frappe Lite,1501.9,1481.2,,"2024-06-26",2.070000,,9200
245.97,4,11.68,Vanilla Latte Regular,983.88,972.2,,"2024-06-22",2.920000,,9201
172.51,4,13.44,Tandoori Chicken Double Decker Sandwich,690.04,676.5999999999999,,"2024-06-15",3.360000,,9202
140.51,10,39.40,Cafe Americano Strong,1405.1,1365.6999999999998,,"2024-06-26",3.940000,,9203
145.80,3,5.82,Hazelnut Latte,437.4,431.58,,"2024-06-22",1.940000,,9204
210.85,2,5.66,Red Velvet Cake,421.7,416.03999999999996,,"2024-06-26",2.830000,,9205
194.70,3,11.28,Coconut Spiced Latte,584.1,572.82,,"2024-06-15",3.760000,,9206
140.51,9,35.46,Cafe Americano Strong,1264.59,1229.1299999999999,,"2024-06-22",3.940000,,9207
228.98,2,5.28,Chocolate Croissant,457.96,452.68,,"2024-06-26",2.640000,,9208
173.04,5,23.60,Spinach Corn N Cheese Sandwich,865.2,841.6,,"2024-06-15",4.720000,,9209
109.07,14,17.64,Cafe Latte King,1526.98,1509.34,,"2024-06-26",1.260000,,9210
190.93,5,9.45,Classic Affogato,954.65,945.1999999999999,,"2024-06-22",1.890000,,9211
195.41,6,17.58,Plant Milk Frappe-Coconut,1172.46,1154.88,,"2024-06-06",2.930000,,9212
173.04,2,9.44,Spinach Corn N Cheese Sandwich,346.08,336.64,,"2024-06-15",4.720000,,9213
147.59,8,18.88,Soya Cappuccino King,1180.72,1161.84,,"2024-06-26",2.360000,,9214
180.56,4,4.16,Classic New York Cheesecake,722.24,718.08,,"2024-06-06",1.040000,,9215
115.23,4,16.16,Vietnamese Iced Coffee,460.92,444.76,,"2024-06-22",4.040000,,9216
104.69,5,4.75,Spicy Mango Slush,523.45,518.7,,"2024-06-15",0.950000,,9217
225.70,3,14.28,Chilli Cheese Toast,677.1,662.82,,"2024-06-26",4.760000,,9218
185.05,4,16.44,Croissant,740.2,723.76,,"2024-06-22",4.110000,,9219
179.99,11,33.22,Smoked Chicken N Mozzarella Toastizza,1979.89,1946.67,,"2024-06-26",3.020000,,9220
191.47,3,8.61,Nutty Chocolate Croissant Sundae,574.41,565.8,,"2024-06-15",2.870000,,9221
180.56,2,2.08,Classic New York Cheesecake,361.12,359.04,,"2024-06-22",1.040000,,9222
195.31,8,38.72,Espresso,1562.48,1523.76,,"2024-06-26",4.840000,,9223
252.24,4,3.68,Hazelnut Brownie,1008.96,1005.2800000000001,,"2024-06-15",0.920000,,9224
132.68,6,15.30,Cappuccino King,796.08,780.7800000000001,,"2024-06-22",2.550000,,9225
132.68,13,33.15,Cappuccino King,1724.84,1691.6899999999998,,"2024-06-15",2.550000,,9226
141.44,4,13.24,Cheese Tomato Croissant Sliders,565.76,552.52,,"2024-06-26",3.310000,,9227
210.85,4,11.32,Red Velvet Cake,843.4,832.0799999999999,,"2024-06-22",2.830000,,9228
146.26,10,5.80,Classic Hot Fudge Sundae,1462.6,1456.8,,"2024-06-15",0.580000,,9229
130.23,1,4.22,Caramel Affogato,130.23,126.00999999999999,,"2024-06-26",4.220000,,9230
